clase|n|0.26629422718808193
clase|o|0.31098696461824954
clase|p|0.4227188081936685
feature|tefagimnofobica|0.2534965034965035|0.25|0.25|
feature|7lz9gmypja|0.25|0.25|0.2522026431718062|
feature|más|0.05944055944055945|0.061277445109780435|0.053891336270190895|
feature|veremos|0.16666666666666666|0.17065868263473052|0.16960352422907488|
feature|mes|0.2534965034965035|0.25|0.25|
feature|jajaja'|0.25|0.25|0.2522026431718062|
feature|morir|0.16666666666666666|0.1746506986027944|0.16666666666666666|
feature|mex|0.25|0.25299401197604793|0.25|
feature|mano|0.2534965034965035|0.25|0.25|
feature|azúcar|0.25|0.25|0.2522026431718062|
feature|youtube|0.25|0.25|0.2522026431718062|
feature|debe|0.13024475524475523|0.1339820359281437|0.125|
feature|areyouafucker|0.25|0.25|0.2522026431718062|
feature|huevos|0.2534965034965035|0.25|0.25|
feature|sobre|0.1354895104895105|0.125|0.12830396475770925|
feature|sears|0.25|0.25299401197604793|0.25|
feature|thevictimas|0.25|0.25|0.2522026431718062|
feature|moviendo|0.2534965034965035|0.25|0.25|
feature|perder|0.25|0.25|0.2522026431718062|
feature|enamora|0.25|0.25|0.2522026431718062|
feature|vida|0.06890168654874537|0.0463191264529764|0.05843482767556362|
feature|ddddddddd|0.25|0.25|0.2522026431718062|
feature|cortaste|0.2534965034965035|0.25|0.25|
feature|colonia|0.2534965034965035|0.25|0.25|
feature|semanas|0.25|0.25|0.2522026431718062|
feature|saludanos|0.25|0.25|0.2522026431718062|
feature|lentes|0.2534965034965035|0.25|0.25|
feature|guadalajara|0.16666666666666666|0.17065868263473052|0.16960352422907488|
feature|hacerla|0.25|0.25299401197604793|0.25|
feature|helio|0.25|0.25299401197604793|0.25|
feature|años|0.25|0.25|0.2522026431718062|
feature|love|0.25|0.25|0.2522026431718062|
feature|abra|0.25|0.25299401197604793|0.25|
feature|lavado|0.25|0.25|0.2522026431718062|
feature|yes_fles|0.25|0.25|0.2522026431718062|
feature|retícula|0.25|0.25299401197604793|0.25|
feature|levantar|0.2534965034965035|0.25|0.25|
feature|hacerlo|0.16666666666666666|0.1746506986027944|0.16666666666666666|
feature|curriculums|0.25|0.25|0.2522026431718062|
feature|normamendoza6|0.2534965034965035|0.25|0.25|
feature|terroristas|0.25|0.25|0.2522026431718062|
feature|jajajaa|0.25|0.25|0.2522026431718062|
feature|acuerdo|0.25|0.25|0.2522026431718062|
feature|muelle|0.2534965034965035|0.25|0.25|
feature|aline_rch|0.25|0.25|0.2522026431718062|
feature|orgulloso|0.25|0.25|0.2522026431718062|
feature|chambeador|0.25|0.25299401197604793|0.25|
feature|jajajaj|0.16666666666666666|0.17065868263473052|0.16960352422907488|
feature|epitafio|0.25|0.25299401197604793|0.25|
feature|'vestidos|0.25|0.25|0.2522026431718062|
feature|cerro|0.25|0.25299401197604793|0.25|
feature|dedo|0.2534965034965035|0.25|0.25|
feature|mamá|0.25|0.25|0.2522026431718062|
feature|enseña|0.2534965034965035|0.25|0.25|
feature|computadora|0.2534965034965035|0.25|0.25|
feature|enseñe|0.25|0.25|0.2522026431718062|
feature|gastar|0.25|0.25299401197604793|0.25|
feature|tomabamos|0.25|0.25299401197604793|0.25|
feature|tierna|0.2534965034965035|0.25|0.25|
feature|cosa|0.25|0.25|0.2522026431718062|
feature|vacía|0.2534965034965035|0.25|0.25|
feature|aqui|0.1354895104895105|0.12949101796407186|0.125|
feature|mariofmorales|0.16666666666666666|0.16666666666666666|0.17254038179148312|
feature|ayer|0.1354895104895105|0.125|0.12830396475770925|
feature|semana|0.125|0.13847305389221556|0.125|
feature|verga|0.25|0.25|0.2522026431718062|
feature|steph12gallegos|0.25|0.25299401197604793|0.25|
feature|veces|0.16666666666666666|0.16666666666666666|0.17254038179148312|
feature|higueras|0.25|0.25|0.2522026431718062|
feature|cf_america|0.25|0.25|0.2522026431718062|
feature|g84pqghbtb|0.25|0.25299401197604793|0.25|
feature|correa|0.25|0.25299401197604793|0.25|
feature|desahoga|0.2534965034965035|0.25|0.25|
feature|diasparfs|0.25|0.25299401197604793|0.25|
feature|dxfkdcqnjd|0.25|0.25|0.2522026431718062|
feature|mil|0.16666666666666666|0.1746506986027944|0.16666666666666666|
feature|itzel_santiiago|0.25|0.25|0.2522026431718062|
feature|internacional|0.25|0.25|0.2522026431718062|
feature|mover|0.25|0.25299401197604793|0.25|
feature|mis|0.08085664335664336|0.06773952095808383|0.07406387665198239|
feature|diablo|0.2534965034965035|0.25|0.25|
feature|pezon|0.25|0.25299401197604793|0.25|
feature|correr|0.25|0.25299401197604793|0.25|
feature|jajajahahjq|0.25|0.25|0.2522026431718062|
feature|risa|0.25|0.25|0.2522026431718062|
feature|pepeaguilar|0.25|0.25|0.2522026431718062|
feature|fheeersuiice|0.2534965034965035|0.25|0.25|
feature|unico|0.25|0.25|0.2522026431718062|
feature|ire|0.16666666666666666|0.1746506986027944|0.16666666666666666|
feature|tardes|0.16666666666666666|0.16666666666666666|0.17254038179148312|
feature|thenanny|0.25|0.25|0.2522026431718062|
feature|costo|0.25|0.25299401197604793|0.25|
feature|bah|0.2534965034965035|0.25|0.25|
feature|amputada|0.25|0.25|0.2522026431718062|
feature|favoritas|0.25|0.25|0.2522026431718062|
feature|estudios|0.25|0.25299401197604793|0.25|
feature|hace|0.08341658341658342|0.07142857142857142|0.08653241032095658|
feature|pavimentación|0.25|0.25299401197604793|0.25|
feature|soporto|0.2534965034965035|0.25|0.25|
feature|órale|0.25|0.25299401197604793|0.25|
feature|conkal|0.25|0.25|0.2522026431718062|
feature|quienes|0.25|0.25299401197604793|0.25|
feature|sudar|0.25|0.25299401197604793|0.25|
feature|loreeserranoo|0.2534965034965035|0.25|0.25|
feature|11|0.25|0.25|0.2522026431718062|
feature|abrí|0.16666666666666666|0.16666666666666666|0.17254038179148312|
feature|12|0.25|0.25|0.2522026431718062|
feature|14|0.25|0.25|0.2522026431718062|
feature|pierden|0.2534965034965035|0.25|0.25|
feature|17|0.25|0.25299401197604793|0.25|
feature|todos|0.1|0.1095808383233533|0.10704845814977974|
feature|santiesteban26|0.25|0.25|0.2522026431718062|
feature|veía|0.25|0.25|0.2522026431718062|
feature|buenprovechito|0.25|0.25|0.2522026431718062|
feature|calificaciones|0.25|0.25|0.2522026431718062|
feature|ejecutivo|0.25|0.25299401197604793|0.25|
feature|aburrideishon|0.25|0.25299401197604793|0.25|
feature|mato|0.25|0.25299401197604793|0.25|
feature|podrias|0.25|0.25|0.2522026431718062|
feature|cerré|0.25|0.25|0.2522026431718062|
feature|chiquis|0.25|0.25|0.2522026431718062|
feature|enfrente|0.2534965034965035|0.25|0.25|
feature|enemigos|0.25|0.25299401197604793|0.25|
feature|haríamos|0.25|0.25|0.2522026431718062|
feature|hermanitos|0.25|0.25|0.2522026431718062|
